Symbol,Name,Sector,Token,nGram
CSTM,Constellium N.V.,Basic Industries,constellium n v,constellium_n_v
CSTR,"CapStar Financial Holdings, Inc.",Finance,capstar financial,capstar_financial
CSU,Capital Senior Living Corporation,Health Care,capital senior living,capital_senior_living
CSV,"Carriage Services, Inc.",Consumer Services,carriage services,carriage_services
CSWC,Capital Southwest Corporation,Consumer Non-Durables,capital southwest,capital_southwest
CSWI,"CSW Industrials, Inc.",Basic Industries,csw industrials,csw_industrials
CSX,CSX Corporation,Transportation,csx corporation,csx_corporation
CTAS,Cintas Corporation,Consumer Non-Durables,cintas,cintas
CTB,Cooper Tire & Rubber Company,Consumer Durables,cooper tire rubber,cooper_tire_rubber
CTBI,"Community Trust Bancorp, Inc.",Finance,community trust bancorp,community_trust_bancorp
CTG,"Computer Task Group, Incorporated",Technology,computer task group,computer_task_group
CTHR,Charles & Colvard Ltd.,Consumer Durables,charles colvard,charles_colvard
CTIC,CTI BioPharma Corp.,Health Care,cti biopharma,cti_biopharma
CTL,"CenturyLink, Inc.",Public Utilities,centurylink,centurylink
CTLT,"Catalent, Inc.",Health Care,catalent,catalent
CTMX,"CytomX Therapeutics, Inc.",Health Care,cytomx therapeutics,cytomx_therapeutics
CTRE,"CareTrust REIT, Inc.",Consumer Services,caretrust reit,caretrust_reit
CTRL,Control4 Corporation,Capital Goods,control4,control4
CTRN,"Citi Trends, Inc.",Consumer Services,citi trends,citi_trends
CTRP,"Ctrip.com International, Ltd.",Miscellaneous,ctrip com international,ctrip_com_international
CTRV,ContraVir Pharmaceuticals Inc.,Health Care,contravir pharmaceuticals,contravir_pharmaceuticals
CTS,CTS Corporation,Technology,cts corporation,cts_corporation
CTSH,Cognizant Technology Solutions Corporation,Technology,cognizant technology solutions,cognizant_technology_solutions
CTSO,Cytosorbents Corporation,Health Care,cytosorbents,cytosorbents
CTWS,"Connecticut Water Service, Inc.",Public Utilities,connecticut water service,connecticut_water_service
CTXR,"Citius Pharmaceuticals, Inc.",Health Care,citius pharmaceuticals,citius_pharmaceuticals
CTXS,"Citrix Systems, Inc.",Technology,citrix systems,citrix_systems
CUB,Cubic Corporation,Capital Goods,cubic,cubic
CUBE,CubeSmart,Consumer Services,cubesmart,cubesmart
CUBI,"Customers Bancorp, Inc",Finance,customers bancorp,customers_bancorp
CUI,"CUI Global, Inc.",Consumer Non-Durables,cui global,cui_global
CUK,Carnival Corporation,Consumer Services,carnival,carnival
CULP,"Culp, Inc.",Basic Industries,culp inc,culp_inc
CUR,"Neuralstem, Inc.",Health Care,neuralstem,neuralstem
CUTR,"Cutera, Inc.",Health Care,cutera,cutera
CUZ,Cousins Properties Incorporated,Consumer Services,cousins properties,cousins_properties
CVA,Covanta Holding Corporation,Basic Industries,covanta,covanta
CVBF,CVB Financial Corporation,Finance,cvb financial,cvb_financial
CVCO,"Cavco Industries, Inc.",Basic Industries,cavco industries,cavco_industries
CVCY,Central Valley Community Bancorp,Finance,central valley community bancorp,central_valley_community_bancorp
CVE,Cenovus Energy Inc,Energy,cenovus energy,cenovus_energy
CVEO,Civeo Corporation,Consumer Services,civeo,civeo
CVGI,"Commercial Vehicle Group, Inc.",Capital Goods,commercial vehicle group,commercial_vehicle_group
CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,calavo growers,calavo_growers
CVI,CVR Energy Inc.,Energy,cvr energy,cvr_energy
CVLT,"Commvault Systems, Inc.",Technology,commvault systems,commvault_systems
CVLY,"Codorus Valley Bancorp, Inc",Finance,codorus valley bancorp,codorus_valley_bancorp
CVON,"ConvergeOne Holdings, Inc.",Technology,convergeone,convergeone
CVRR,"CVR Refining, LP",Energy,cvr refining,cvr_refining
CVS,CVS Health Corporation,Health Care,cvs health,cvs_health
CVTI,"Covenant Transportation Group, Inc.",Transportation,covenant transportation group,covenant_transportation_group
CVV,CVD Equipment Corporation,Technology,cvd equipment,cvd_equipment
CVX,Chevron Corporation,Energy,chevron,chevron
CW,Curtiss-Wright Corporation,Technology,curtiss wright,curtiss_wright
CWBC,Community West Bancshares,Finance,community west bancshares,community_west_bancshares
CWBR,"CohBar, Inc.",Health Care,cohbar,cohbar
CWCO,Consolidated Water Co. Ltd.,Public Utilities,consolidated water,consolidated_water
CWEN,"Clearway Energy, Inc.",Public Utilities,clearway energy,clearway_energy
CWH,"Camping World Holdings, Inc.",Consumer Durables,camping world,camping_world
CWST,"Casella Waste Systems, Inc.",Public Utilities,casella waste systems,casella_waste_systems
CWT,California Water  Service Group Holding,Public Utilities,california water service group,california_water_service_group
CX,Cemex S.A.B. de C.V.,Capital Goods,cemex s a b de c v,cemex_s_a_b_de_c_v
CXDC,China XD Plastics Company Limited,Capital Goods,china xd plastics,china_xd_plastics
CXO,Concho Resources Inc.,Energy,concho resources,concho_resources
CXP,"Columbia Property Trust, Inc.",Consumer Services,columbia property trust,columbia_property_trust
CXW,"CoreCivic, Inc.",Consumer Services,corecivic,corecivic
CY,Cypress Semiconductor Corporation,Technology,cypress semiconductor,cypress_semiconductor
CYAD,Celyad SA,Health Care,celyad sa,celyad_sa
CYAN,Cyanotech Corporation,Consumer Durables,cyanotech,cyanotech
CYBE,CyberOptics Corporation,Capital Goods,cyberoptics,cyberoptics
CYBR,CyberArk Software Ltd.,Technology,cyberark software,cyberark_software
CYCC,"Cyclacel Pharmaceuticals, Inc.",Health Care,cyclacel pharmaceuticals,cyclacel_pharmaceuticals
CYD,China Yuchai International Limited,Energy,china yuchai international,china_yuchai_international
CYH,"Community Health Systems, Inc.",Health Care,community health systems,community_health_systems
CYOU,Changyou.com Limited,Technology,changyou com,changyou_com
CYRN,CYREN Ltd.,Technology,cyren,cyren
CYRX,"CryoPort, Inc.",Transportation,cryoport,cryoport
CYTK,"Cytokinetics, Incorporated",Health Care,cytokinetics,cytokinetics
CYTR,CytRx Corporation,Health Care,cytrx,cytrx
CYTX,Cytori Therapeutics Inc.,Health Care,cytori therapeutics,cytori_therapeutics
CZNC,Citizens & Northern Corp,Finance,citizens northern,citizens_northern
CZR,Caesars Entertainment Corporation,Consumer Services,caesars entertainment,caesars_entertainment
CZWI,"Citizens Community Bancorp, Inc.",Finance,citizens community bancorp,citizens_community_bancorp
CZZ,Cosan Limited,Consumer Non-Durables,cosan,cosan
D,"Dominion Energy, Inc.",Public Utilities,dominion energy,dominion_energy
DAC,Danaos Corporation,Transportation,danaos,danaos
DAIO,Data I/O Corporation,Capital Goods,data i o,data_i_o
DAKT,"Daktronics, Inc.",Consumer Durables,daktronics,daktronics
DAL,"Delta Air Lines, Inc.",Transportation,delta air lines,delta_air_lines
DAN,Dana Incorporated,Capital Goods,dana incorporated,dana_incorporated
DAR,Darling Ingredients Inc.,Consumer Non-Durables,darling ingredients,darling_ingredients
DARE,"Dare Bioscience, Inc.",Health Care,dare bioscience,dare_bioscience
DATA,"Tableau Software, Inc.",Technology,tableau software,tableau_software
DAVE,"Famous Dave&#39;s of America, Inc.",Consumer Services,famous dave 39 s of america,famous_dave_39_s_of_america
DB,Deutsche Bank AG,Finance,deutsche bank ag,deutsche_bank_ag
DBD,Diebold Nixdorf Incorporated,Miscellaneous,diebold nixdorf,diebold_nixdorf
DBVT,DBV Technologies S.A.,Health Care,dbv technologies s a,dbv_technologies_s_a
DCAR,"DropCar, Inc.",Consumer Services,dropcar,dropcar
DCI,"Donaldson Company, Inc.",Capital Goods,donaldson,donaldson
DCIX,Diana Containerships Inc.,Transportation,diana containerships,diana_containerships
DCO,Ducommun Incorporated,Capital Goods,ducommun,ducommun
DCOM,"Dime Community Bancshares, Inc.",Finance,dime community bancshares,dime_community_bancshares
DCP,DCP Midstream LP,Public Utilities,dcp midstream,dcp_midstream
DDD,3D Systems Corporation,Technology,3d systems,3d_systems
DDE,Dover Downs Gaming & Entertainment Inc,Consumer Services,dover downs gaming entertainment,dover_downs_gaming_entertainment
DDS,"Dillard&#39;s, Inc.",Consumer Services,dillard 39 s,dillard_39_s
DE,Deere & Company,Capital Goods,deere,deere
DEA,"Easterly Government Properties, Inc.",Consumer Services,easterly government properties,easterly_government_properties
DECK,Deckers Outdoor Corporation,Consumer Non-Durables,deckers outdoor,deckers_outdoor
DEI,"Douglas Emmett, Inc.",Consumer Services,douglas emmett,douglas_emmett
DELT,Delta Technology Holdings Limited,Basic Industries,delta technology,delta_technology
DENN,Denny&#39;s Corporation,Consumer Services,denny 39 s,denny_39_s
DEO,Diageo plc,Consumer Non-Durables,diageo plc,diageo_plc
DERM,"Dermira, Inc.",Health Care,dermira,dermira
DEST,Destination Maternity Corporation,Consumer Services,destination maternity,destination_maternity
DF,Dean Foods Company,Consumer Non-Durables,dean foods,dean_foods
DFFN,Diffusion Pharmaceuticals Inc.,Health Care,diffusion pharmaceuticals,diffusion_pharmaceuticals
DFIN,"Donnelley Financial Solutions, Inc.",Consumer Services,donnelley financial solutions,donnelley_financial_solutions
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",Consumer Services,del frisco 39 s restaurant group,del_frisco_39_s_restaurant_group
DFS,Discover Financial Services,Finance,discover financial services,discover_financial_services
DG,Dollar General Corporation,Consumer Services,dollar general,dollar_general
DGII,Digi International Inc.,Technology,digi international,digi_international
DGLY,"Digital Ally, Inc.",Technology,digital ally,digital_ally
DGX,Quest Diagnostics Incorporated,Health Care,quest diagnostics,quest_diagnostics
DHI,"D.R. Horton, Inc.",Capital Goods,d r horton,d_r_horton
DHIL,"Diamond Hill Investment Group, Inc.",Finance,diamond hill investment group,diamond_hill_investment_group
DHR,Danaher Corporation,Capital Goods,danaher,danaher
DHT,"DHT Holdings, Inc.",Transportation,dht holdings,dht_holdings
DHX,"DHI Group, Inc.",Miscellaneous,dhi group,dhi_group
DIN,"Dine Brands Global, Inc.",Consumer Services,dine brands global,dine_brands_global
DIOD,Diodes Incorporated,Technology,diodes,diodes
DIS,Walt Disney Company (The),Consumer Services,walt disney,walt_disney
DISCA,"Discovery, Inc.",Consumer Services,discovery,discovery
DISH,DISH Network Corporation,Consumer Services,dish network,dish_network
DJCO,Daily Journal Corp. (S.C.),Consumer Services,daily journal,daily_journal
DK,"Delek US Holdings, Inc.",Energy,delek us,delek_us
DKL,"Delek Logistics Partners, L.P.",Energy,delek logistics partners l p,delek_logistics_partners_l_p
DKS,Dick&#39;s Sporting Goods Inc,Consumer Services,dick 39 s sporting goods,dick_39_s_sporting_goods
DL,China Distance Education Holdings Limited,Consumer Services,china distance education,china_distance_education
DLB,Dolby Laboratories,Miscellaneous,dolby laboratories,dolby_laboratories
DLHC,DLH Holdings Corp.,Technology,dlh holdings,dlh_holdings
DLNG,Dynagas LNG Partners LP,Consumer Services,dynagas lng partners,dynagas_lng_partners
DLR,"Digital Realty Trust, Inc.",Consumer Services,digital realty trust,digital_realty_trust
DLTH,Duluth Holdings Inc.,Consumer Services,duluth,duluth
DLTR,"Dollar Tree, Inc.",Consumer Services,dollar tree,dollar_tree
DLX,Deluxe Corporation,Consumer Durables,deluxe,deluxe
DM,"Dominion Energy Midstream Partners, LP",Public Utilities,dominion energy midstream partners,dominion_energy_midstream_partners
DMLP,"Dorchester Minerals, L.P.",Energy,dorchester minerals l p,dorchester_minerals_l_p
DMPI,"DelMar Pharmaceuticals, Inc.",Health Care,delmar pharmaceuticals,delmar_pharmaceuticals
DMRC,Digimarc Corporation,Technology,digimarc,digimarc
DNB,Dun & Bradstreet Corporation (The),Finance,dun bradstreet,dun_bradstreet
DNBF,DNB Financial Corp,Finance,dnb financial,dnb_financial
DNKN,"Dunkin&#39; Brands Group, Inc.",Consumer Services,dunkin 39 brands group,dunkin_39_brands_group
DNOW,NOW Inc.,Energy,now inc,now_inc
DNR,Denbury Resources Inc.,Energy,denbury resources,denbury_resources
DO,"Diamond Offshore Drilling, Inc.",Energy,diamond offshore drilling,diamond_offshore_drilling
DOC,Physicians Realty Trust,Consumer Services,physicians realty trust,physicians_realty_trust
DOOR,Masonite International Corporation,Basic Industries,masonite international,masonite_international
DORM,"Dorman Products, Inc.",Capital Goods,dorman products,dorman_products
DOV,Dover Corporation,Technology,dover,dover
DOVA,"Dova Pharmaceuticals, Inc.",Health Care,dova pharmaceuticals,dova_pharmaceuticals
DOX,Amdocs Limited,Technology,amdocs,amdocs
DPLO,"Diplomat Pharmacy, Inc.",Health Care,diplomat pharmacy,diplomat_pharmacy
DPZ,Domino&#39;s Pizza Inc,Consumer Non-Durables,domino 39 s pizza,domino_39_s_pizza
DQ,DAQO New Energy Corp.,Technology,daqo new energy,daqo_new_energy
DRAD,Digirad Corporation,Health Care,digirad,digirad
DRD,DRDGOLD Limited,Basic Industries,drdgold,drdgold
DRE,Duke Realty Corporation,Consumer Services,duke realty,duke_realty
DRH,Diamondrock Hospitality Company,Consumer Services,diamondrock hospitality,diamondrock_hospitality
DRI,"Darden Restaurants, Inc.",Consumer Services,darden restaurants,darden_restaurants
DRIO,DarioHealth Corp.,Health Care,dariohealth,dariohealth
DRNA,"Dicerna Pharmaceuticals, Inc.",Health Care,dicerna pharmaceuticals,dicerna_pharmaceuticals
DRQ,"Dril-Quip, Inc.",Energy,dril quip,dril_quip
DRRX,DURECT Corporation,Health Care,durect,durect
DRYS,DryShips Inc.,Transportation,dryships,dryships
DS,Drive Shack Inc.,Consumer Services,drive shack,drive_shack
DSGX,The Descartes Systems Group Inc.,Technology,the descartes systems group,the_descartes_systems_group
DSKE,"Daseke, Inc.",Consumer Services,daseke,daseke
DSPG,"DSP Group, Inc.",Technology,dsp group,dsp_group
DSW,DSW Inc.,Consumer Services,dsw inc,dsw_inc
DSWL,"Deswell Industries, Inc.",Consumer Non-Durables,deswell industries,deswell_industries
DSX,Diana Shipping inc.,Transportation,diana shipping,diana_shipping
DTE,DTE Energy Company,Public Utilities,dte energy,dte_energy
DTEA,DAVIDsTEA Inc.,Consumer Non-Durables,davidstea,davidstea
DTRM,"Determine, Inc. ",Technology,determine,determine
DUK,Duke Energy Corporation,Public Utilities,duke energy,duke_energy
DVA,DaVita Inc.,Health Care,davita,davita
DVAX,Dynavax Technologies Corporation,Health Care,dynavax technologies,dynavax_technologies
DVCR,Diversicare Healthcare Services Inc.,Health Care,diversicare healthcare services,diversicare_healthcare_services
DVD,"Dover Motorsports, Inc.",Consumer Services,dover motorsports,dover_motorsports
DVMT,Dell Technologies Inc.,Technology,dell technologies,dell_technologies
DVN,Devon Energy Corporation,Energy,devon energy,devon_energy
DWCH,Datawatch Corporation,Technology,datawatch,datawatch
DWDP,DowDuPont Inc.,Basic Industries,dowdupont,dowdupont
DWSN,Dawson Geophysical Company,Energy,dawson geophysical,dawson_geophysical
DX,"Dynex Capital, Inc.",Consumer Services,dynex capital,dynex_capital
DXC,DXC Technology Company,Technology,dxc technology,dxc_technology
DXCM,"DexCom, Inc.",Health Care,dexcom,dexcom
DXLG,"Destination XL Group, Inc.",Consumer Services,destination xl group,destination_xl_group
DXPE,"DXP Enterprises, Inc.",Capital Goods,dxp enterprises,dxp_enterprises
DXYN,"The Dixie Group, Inc.",Consumer Durables,the dixie group,the_dixie_group
DY,"Dycom Industries, Inc.",Basic Industries,dycom industries,dycom_industries
DYNT,Dynatronics Corporation,Health Care,dynatronics,dynatronics
DYSL,Dynasil Corporation of America,Capital Goods,dynasil,dynasil
DZSI,"DASAN Zhone Solutions, Inc.",Public Utilities,dasan zhone solutions,dasan_zhone_solutions
E,ENI S.p.A.,Energy,eni s p a,eni_s_p_a
EA,Electronic Arts Inc.,Technology,electronic arts,electronic_arts
EARN,Ellington Residential Mortgage REIT,Consumer Services,ellington residential mortgage reit,ellington_residential_mortgage_reit
EARS,Auris Medical Holding AG,Health Care,auris medical,auris_medical
EAST,"Eastside Distilling, Inc.",Consumer Non-Durables,eastside distilling,eastside_distilling
EAT,"Brinker International, Inc.",Consumer Services,brinker international,brinker_international
EBAY,eBay Inc.,Miscellaneous,ebay inc,ebay_inc
EBF,"Ennis, Inc.",Consumer Services,ennis,ennis
EBIX,"Ebix, Inc.",Technology,ebix inc,ebix_inc
EBMT,"Eagle Bancorp Montana, Inc.",Finance,eagle bancorp montana,eagle_bancorp_montana
EBR,Centrais Electricas Brasileiras S.A.- Eletrobras,Public Utilities,centrais electricas brasileiras s a eletrobras,centrais_electricas_brasileiras_s_a_eletrobras
EBS,"Emergent Biosolutions, Inc.",Health Care,emergent biosolutions,emergent_biosolutions
EBSB,"Meridian Bancorp, Inc.",Finance,meridian bancorp,meridian_bancorp
EBTC,Enterprise Bancorp Inc,Finance,enterprise bancorp,enterprise_bancorp
EC,Ecopetrol S.A.,Energy,ecopetrol s a,ecopetrol_s_a
ECA,Encana Corporation,Energy,encana,encana
ECHO,"Echo Global Logistics, Inc.",Transportation,echo global logistics,echo_global_logistics
ECL,Ecolab Inc.,Basic Industries,ecolab,ecolab
ECOL,"US Ecology, Inc.",Public Utilities,us ecology,us_ecology
ECPG,Encore Capital Group Inc,Finance,encore capital group,encore_capital_group
ECR,Eclipse Resources Corporation,Energy,eclipse resources,eclipse_resources
ECT,ECA Marcellus Trust I,Energy,eca marcellus trust i,eca_marcellus_trust_i
ECYT,"Endocyte, Inc.",Health Care,endocyte,endocyte
ED,Consolidated Edison Inc,Public Utilities,consolidated edison,consolidated_edison
EDAP,EDAP TMS S.A.,Health Care,edap tms s a,edap_tms_s_a
EDGE,"Edge Therapeutics, Inc.",Health Care,edge therapeutics,edge_therapeutics
EDGW,"Edgewater Technology, Inc.",Technology,edgewater technology,edgewater_technology
EDIT,"Editas Medicine, Inc.",Health Care,editas medicine,editas_medicine
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),Public Utilities,empresa distribuidora y comercializadora norte s a edenor,empresa_distribuidora_y_comercializadora_norte_s_a_edenor
EDU,"New Oriental Education & Technology Group, Inc.",Consumer Services,new oriental education technology group,new_oriental_education_technology_group
EDUC,Educational Development Corporation,Consumer Durables,educational development,educational_development
EE,El Paso Electric Company,Public Utilities,el paso electric,el_paso_electric
EEFT,"Euronet Worldwide, Inc.",Finance,euronet worldwide,euronet_worldwide
EEI,"Ecology and Environment, Inc.",Consumer Services,ecology and environment,ecology_and_environment
EEP,"Enbridge Energy, L.P.",Energy,enbridge energy l p,enbridge_energy_l_p
EEQ,Enbridge Energy Management LLC,Energy,enbridge energy management llc,enbridge_energy_management_llc
EEX,"Emerald Expositions Events, Inc.",Miscellaneous,emerald expositions events,emerald_expositions_events
EFC,Ellington Financial LLC,Finance,ellington financial llc,ellington_financial_llc
EFII,"Electronics for Imaging, Inc.",Technology,electronics for imaging,electronics_for_imaging
EFOI,"Energy Focus, Inc.",Consumer Durables,energy focus,energy_focus
EFSC,Enterprise Financial Services Corporation,Finance,enterprise financial services,enterprise_financial_services
EFX,"Equifax, Inc.",Finance,equifax,equifax
EGAN,eGain Corporation,Technology,egain,egain
EGBN,"Eagle Bancorp, Inc.",Finance,eagle bancorp,eagle_bancorp
EGHT,8x8 Inc,Technology,8x8 inc,8x8_inc
EGL,"Engility Holdings, Inc.",Consumer Services,engility,engility
EGLE,Eagle Bulk Shipping Inc.,Transportation,eagle bulk shipping,eagle_bulk_shipping
EGN,Energen Corporation,Energy,energen,energen
EGO,Eldorado Gold Corporation,Basic Industries,eldorado gold,eldorado_gold
EGOV,NIC Inc.,Miscellaneous,nic inc,nic_inc
EGP,"EastGroup Properties, Inc.",Consumer Services,eastgroup properties,eastgroup_properties
EGRX,"Eagle Pharmaceuticals, Inc.",Health Care,eagle pharmaceuticals,eagle_pharmaceuticals
EGY,"VAALCO Energy, Inc. ",Energy,vaalco energy,vaalco_energy
EHC,Encompass Health Corporation,Health Care,encompass health,encompass_health
EHIC,eHi Car Services Limited,Consumer Services,ehi car services,ehi_car_services
EHTH,"eHealth, Inc.",Finance,ehealth,ehealth
EIG,Employers Holdings Inc,Finance,employers,employers
EIGI,"Endurance International Group Holdings, Inc.",Technology,endurance international group,endurance_international_group
EIGR,"Eiger BioPharmaceuticals, Inc.",Health Care,eiger biopharmaceuticals,eiger_biopharmaceuticals
EIX,Edison International,Public Utilities,edison international,edison_international
EKSO,"Ekso Bionics Holdings, Inc.",Capital Goods,ekso bionics,ekso_bionics
EL,"Estee Lauder Companies, Inc. (The)",Consumer Non-Durables,estee lauder companies,estee_lauder_companies
ELF,"e.l.f. Beauty, Inc.",Consumer Non-Durables,e l f beauty,e_l_f_beauty
ELGX,"Endologix, Inc.",Health Care,endologix,endologix
ELLI,"Ellie Mae, Inc.",Technology,ellie mae,ellie_mae
ELOX,"Eloxx Pharmaceuticals, Inc.",Health Care,eloxx pharmaceuticals,eloxx_pharmaceuticals
ELP,Companhia Paranaense de Energia (COPEL),Public Utilities,companhia paranaense de energia copel,companhia_paranaense_de_energia_copel
ELS,"Equity Lifestyle Properties, Inc.",Consumer Services,equity lifestyle properties,equity_lifestyle_properties
ELSE,"Electro-Sensors, Inc.",Capital Goods,electro sensors,electro_sensors
ELTK,Eltek Ltd.,Technology,eltek,eltek
ELVT,"Elevate Credit, Inc.",Finance,elevate credit,elevate_credit
ELY,Callaway Golf Company,Consumer Non-Durables,callaway golf,callaway_golf
EMCI,EMC Insurance Group Inc.,Finance,emc insurance group,emc_insurance_group
EME,"EMCOR Group, Inc.",Capital Goods,emcor group,emcor_group
EMES,Emerge Energy Services LP,Basic Industries,emerge energy services,emerge_energy_services
EMITF,Elbit Imaging Ltd.,Consumer Services,elbit imaging,elbit_imaging
EMKR,EMCORE Corporation,Technology,emcore,emcore
EML,Eastern Company (The),Capital Goods,eastern,eastern
EMMS,Emmis Communications Corporation,Consumer Services,emmis communications,emmis_communications
EMN,Eastman Chemical Company,Basic Industries,eastman chemical,eastman_chemical
EMR,Emerson Electric Company,Energy,emerson electric,emerson_electric
ENB,Enbridge Inc,Energy,enbridge,enbridge
ENBL,"Enable Midstream Partners, LP",Public Utilities,enable midstream partners,enable_midstream_partners
ENDP,Endo International plc,Health Care,endo international plc,endo_international_plc
ENFC,Entegra Financial Corp.,Finance,entegra financial,entegra_financial
ENG,ENGlobal Corporation,Consumer Services,englobal,englobal
ENIA,Enel Americas S.A.,Public Utilities,enel americas s a,enel_americas_s_a
ENIC,Enel Chile S.A.,Public Utilities,enel chile s a,enel_chile_s_a
ENLC,"EnLink Midstream, LLC",Public Utilities,enlink midstream llc,enlink_midstream_llc
ENLK,"EnLink Midstream Partners, LP",Public Utilities,enlink midstream partners,enlink_midstream_partners
ENPH,"Enphase Energy, Inc.",Technology,enphase energy,enphase_energy
ENS,Enersys,Consumer Non-Durables,enersys,enersys
ENSG,"The Ensign Group, Inc.",Health Care,the ensign group,the_ensign_group
ENT,Global Eagle Entertainment Inc.,Consumer Services,global eagle entertainment,global_eagle_entertainment
ENTA,"Enanta Pharmaceuticals, Inc.",Health Care,enanta pharmaceuticals,enanta_pharmaceuticals
ENTG,"Entegris, Inc.",Consumer Non-Durables,entegris,entegris
ENV,"Envestnet, Inc",Miscellaneous,envestnet,envestnet
ENVA,"Enova International, Inc.",Finance,enova international,enova_international
ENZ,"Enzo Biochem, Inc.",Health Care,enzo biochem,enzo_biochem
EOCC,Enel Generacion Chile S.A.,Public Utilities,enel generacion chile s a,enel_generacion_chile_s_a
EOG,"EOG Resources, Inc.",Energy,eog resources,eog_resources
EPAM,"EPAM Systems, Inc.",Technology,epam systems,epam_systems
EPAY,"Bottomline Technologies, Inc.",Technology,bottomline technologies,bottomline_technologies
EPC,"Energizer Holdings, Inc.",Consumer Non-Durables,energizer,energizer
EPD,Enterprise Products Partners L.P.,Public Utilities,enterprise products partners l p,enterprise_products_partners_l_p
EPE,EP Energy Corporation,Energy,ep energy,ep_energy
EPIX,ESSA Pharma Inc.,Health Care,essa pharma,essa_pharma
EPR,EPR Properties,Consumer Services,epr properties,epr_properties
EPZM,"Epizyme, Inc.",Health Care,epizyme,epizyme
EQBK,"Equity Bancshares, Inc.",Finance,equity bancshares,equity_bancshares
EQC,Equity Commonwealth,Consumer Services,equity commonwealth,equity_commonwealth
EQGP,"EQGP Holdings, LP",Public Utilities,eqgp holdings,eqgp_holdings
EQIX,"Equinix, Inc.",Consumer Services,equinix,equinix
EQM,"EQM Midstream Partners, LP",Public Utilities,eqm midstream partners,eqm_midstream_partners
EQNR,Equinor ASA,Energy,equinor asa,equinor_asa
EQR,Equity Residential,Consumer Services,equity residential,equity_residential
EQT,EQT Corporation,Energy,eqt corporation,eqt_corporation
ERA,"Era Group, Inc.",Transportation,era group,era_group
ERF,Enerplus Corporation,Energy,enerplus,enerplus
ERI,"Eldorado Resorts, Inc.",Consumer Services,eldorado resorts,eldorado_resorts
ERIC,Ericsson,Technology,ericsson,ericsson
ERIE,Erie Indemnity Company,Finance,erie indemnity,erie_indemnity
ERII,"Energy Recovery, Inc.",Technology,energy recovery,energy_recovery
ERJ,Embraer S.A.,Capital Goods,embraer s a,embraer_s_a
EROS,Eros International PLC,Consumer Services,eros international plc,eros_international_plc
ES,Eversource Energy,Public Utilities,eversource energy,eversource_energy
ESBK,Elmira Savings Bank NY (The),Finance,elmira savings bank ny the,elmira_savings_bank_ny_the
ESCA,"Escalade, Incorporated",Consumer Non-Durables,escalade,escalade
ESE,ESCO Technologies Inc.,Consumer Durables,esco technologies,esco_technologies
ESEA,Euroseas Ltd.,Transportation,euroseas,euroseas
ESES,"Eco-Stim Energy Solutions, Inc.",Energy,eco stim energy solutions,eco_stim_energy_solutions
ESGR,Enstar Group Limited,Finance,enstar group,enstar_group
ESIO,"Electro Scientific Industries, Inc.",Miscellaneous,electro scientific industries,electro_scientific_industries
ESL,Esterline Technologies Corporation,Capital Goods,esterline technologies,esterline_technologies
ESLT,Elbit Systems Ltd.,Capital Goods,elbit systems,elbit_systems
ESND,Essendant Inc.,Consumer Services,essendant,essendant
ESNT,Essent Group Ltd.,Finance,essent group,essent_group
ESPR,"Esperion Therapeutics, Inc.",Health Care,esperion therapeutics,esperion_therapeutics
ESQ,"Esquire Financial Holdings, Inc.",Finance,esquire financial,esquire_financial
ESRT,"Empire State Realty Trust, Inc.",Consumer Services,empire state realty trust,empire_state_realty_trust
ESRX,Express Scripts Holding Company,Health Care,express scripts,express_scripts
ESS,"Essex Property Trust, Inc.",Consumer Services,essex property trust,essex_property_trust
ESSA,"ESSA Bancorp, Inc.",Finance,essa bancorp,essa_bancorp
ESTE,"Earthstone Energy, Inc.",Energy,earthstone energy,earthstone_energy
ESTR,"Estre Ambiental, Inc.",Public Utilities,estre ambiental,estre_ambiental
ESV,ENSCO plc,Energy,ensco plc,ensco_plc
ESXB,Community Bankers Trust Corporation.,Finance,community bankers trust,community_bankers_trust
ET,Energy Transfer L.P.,Public Utilities,energy transfer l p,energy_transfer_l_p
ETFC,E*TRADE Financial Corporation,Finance,e trade financial,e_trade_financial
ETH,Ethan Allen Interiors Inc.,Consumer Durables,ethan allen interiors,ethan_allen_interiors
ETM,Entercom Communications Corp.,Consumer Services,entercom communications,entercom_communications
ETN,"Eaton Corporation, PLC",Technology,eaton,eaton
ETR,Entergy Corporation,Public Utilities,entergy,entergy
ETSY,"Etsy, Inc.",Miscellaneous,etsy inc,etsy_inc
EURN,Euronav NV,Transportation,euronav nv,euronav_nv
EV,Eaton Vance Corporation,Finance,eaton vance,eaton_vance
EVA,"Enviva Partners, LP",Basic Industries,enviva partners,enviva_partners
EVBG,"Everbridge, Inc.",Technology,everbridge,everbridge
EVC,Entravision Communications Corporation,Consumer Services,entravision communications,entravision_communications
EVFM,"Evofem Biosciences, Inc.",Health Care,evofem biosciences,evofem_biosciences
EVGN,Evogene Ltd.,Basic Industries,evogene,evogene
EVH,"Evolent Health, Inc",Consumer Services,evolent health,evolent_health
EVK,"Ever-Glory International Group, Inc.",Consumer Non-Durables,ever glory international group,ever_glory_international_group
EVLV,EVINE Live Inc.,Consumer Services,evine live,evine_live
